Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR014724	RNA polymerase Rpb2, OB-fold	interpro	homologous_superfamily		G3DSA:2.40.50.150	GO:0003899
IPR014755	Copper resistance protein CopC/internalin, immunoglobulin-like	interpro	homologous_superfamily		G3DSA:2.60.40.1220	
IPR014758	Methionyl-tRNA synthetase	interpro	family		TIGR00398	GO:0000166,GO:0004825,GO:0005524,GO:0006431
IPR014759	Helicase, superfamily 3, single-stranded RNA virus	interpro	domain		PS51218	
IPR014780	tRNA pseudouridine synthase II, TruB	interpro	family		cd02573,MF_01080,TIGR00431,PTHR13767	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR014789	Poly(A)-specific ribonuclease, RNA-binding	interpro	domain		PF08675	GO:0003723,GO:0004535,GO:0046872,GO:0006402,GO:0005634,GO:0005737
IPR014810	Fcf2 pre-rRNA processing, C-terminal	interpro	domain		PF08698	
IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14	interpro	family		PTHR12133,PS51620,PIRSF017269	GO:0160107,GO:0030488,GO:0031515
IPR014856	RNA-free ribonuclease P	interpro	family		TIGR03875,PTHR41173,MF_01078,PF08745	
IPR014906	Pre-mRNA processing factor 4 (PRP4)-like	interpro	domain		PF08799,SM00500	
IPR015011	Threonyl-tRNA synthetase, editing domain, archaea	interpro	domain		PF08915	GO:0004829,GO:0005524,GO:0008270,GO:0005737
IPR015031	Capsid protein VP4, Picornavirus	interpro	domain		PF08935	GO:0019030
IPR015047	Synaptojanin-1/2, RNA recognition motif	interpro	domain		SM01165,PF08952	
IPR015225	tRNA pseudouridine synthase II, TruB, subfamily 2, C-terminal	interpro	domain		PF09142	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR015240	tRNA pseudouridine synthase II, TruB, subfamily 1, C-terminal	interpro	domain		PF09157	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR015245	Nuclear RNA export factor Tap, RNA-binding domain	interpro	domain		PF09162	GO:0003723,GO:0006406,GO:0005737
IPR015257	Repressor of RNA polymerase III transcription Maf1	interpro	family		PIRSF037240,PF09174,PTHR22504	GO:0016480
IPR015262	tRNA(Ile)-lysidine synthase, substrate-binding domain	interpro	domain		PF09179	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR015264	Prolyl-tRNA synthetase, class II, C-terminal, archaeal-type	interpro	domain		PF09181	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR	interpro	domain		SM00840,PF09190	GO:0000166,GO:0004817,GO:0005524,GO:0006423,GO:0005737
IPR015329	tRNA nucleotidyltransferase, substrate binding	interpro	domain		PF09249	GO:0004810
IPR015413	Methionyl/Leucyl tRNA synthetase	interpro	domain		PF09334	GO:0000166,GO:0004812,GO:0005524,GO:0006418
IPR015507	Ribosomal RNA large subunit methyltransferase E	interpro	family		MF_01547,PIRSF005461	GO:0008168,GO:0001510
IPR015699	DNA-directed RNA pol I, largest subunit, N-terminal domain	interpro	domain		cd01435	
IPR015700	DNA-directed RNA polymerase III subunit RPC1	interpro	family		PTHR48446	
IPR015712	DNA-directed RNA polymerase, subunit 2	interpro	family		cd00653,PTHR20856	GO:0003899,GO:0032549,GO:0006351
IPR015803	Cysteine-tRNA ligase	interpro	family		MF_00041,TIGR00435	GO:0004817,GO:0005524,GO:0006423
IPR015807	Histidine-tRNA ligase	interpro	family		MF_00127,TIGR00442	GO:0004821,GO:0005524,GO:0006427
IPR015841	RNA-directed RNA polymerase, tospovirus	interpro	family		PIRSF036872	
IPR015842	RNA-directed RNA polymerase, tenuivirus	interpro	family		PIRSF036873	
IPR015843	RNA-directed RNA polymerase, nairovirus	interpro	family		PIRSF036900	
IPR015847	Exoribonuclease, phosphorolytic domain 2	interpro	domain		PF03725	
IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain	interpro	domain		PF03726	GO:0003723,GO:0006396
IPR015866	Serine-tRNA synthetase, type1, N-terminal	interpro	domain		PF02403	
IPR015895	Glutamyl-tRNA reductase, N-terminal	interpro	domain		PF05201	GO:0008883,GO:0050661,GO:0033014
IPR015896	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain	interpro	domain		PF00745	GO:0008883,GO:0050661,GO:0033014
IPR015944	Glycine-tRNA ligase, beta subunit	interpro	family		MF_00255,TIGR00211,PF02092,PR01045	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737
IPR015954	Bacteriophage RNA-type, capsid	interpro	homologous_superfamily		G3DSA:3.30.380.10,SSF55405	
IPR015965	tRNA ligase, phosphodiesterase	interpro	domain		PF08302	GO:0003972,GO:0005524,GO:0006388
IPR015966	tRNA ligase, kinase domain, fungi	interpro	domain		PF08303	GO:0003972,GO:0005524,GO:0006388
IPR015969	P40 nucleoprotein, subdomain 1, Borna disease virus	interpro	homologous_superfamily		G3DSA:1.10.3040.10	
IPR015970	P40 nucleoprotein, subdomain 2, Borna disease virus	interpro	homologous_superfamily		G3DSA:1.10.3050.10	
IPR016009	tRNA methyltransferase TRMD/TRM10-type domain	interpro	domain		PF01746	
IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.50,SSF51219	
IPR016049	RNA polymerase Rpc34-like	interpro	family		PTHR12780	
IPR016061	Proline-tRNA ligase, class II, C-terminal	interpro	domain		SM00946,PF09180	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR016075	RNA polymerase, phosphoprotein P, C-terminal XD, paramyxovirinae	interpro	homologous_superfamily		SSF101089	GO:0003723,GO:0003968,GO:0006351,GO:0019079
IPR016262	RNA polymerase sigma factor, SigB/C/D/F, plastid	interpro	family		PIRSF000767	
IPR016268	RNA-directed RNA polymerase, hantavirus	interpro	family		PIRSF000825	GO:0003968,GO:0019079
IPR016269	RNA-directed RNA polymerase, paramyxovirus	interpro	family		PIRSF000830	GO:0016740,GO:0006139
IPR016371	RNA polymerase sigma-H factor	interpro	family		PIRSF002939	GO:0003677,GO:0016987,GO:0006351
IPR016406	Cystovirus, RNA-directed RNA polymerase	interpro	family		PIRSF004131	GO:0039694
IPR016412	RNA polymerase inhibitor	interpro	family		PF16857,PIRSF004348	
IPR016424	Cytochrome B pre-mRNA-processing protein 2	interpro	family		PIRSF004611	GO:0003723,GO:0000372,GO:0005739
IPR016438	ATP-dependent RNA helicase SKI2-like	interpro	family		PIRSF005198	GO:0003723,GO:0003724,GO:0006401
IPR016442	tRNA-splicing endonuclease, archaeal short subfamily	interpro	family		MF_01833,PIRSF005285	
IPR016443	RNA 3'-terminal phosphate cyclase type 2	interpro	family		cd00875,TIGR03400	GO:0042254,GO:0005730
IPR016479	tRNA/rRNA methyltransferase, YfiF, predicted	interpro	family		PIRSF006280	GO:0008168
IPR016521	RNA-processing, Lsm12	interpro	family		PIRSF007783	
IPR016530	Mediator of RNA polymerase II transcription subunit 22, Saccharomycetes	interpro	family		PIRSF007936	GO:0003712,GO:0006357,GO:0016592
IPR016531	RNA polymerase I-specific transcription initiation factor Rrn6	interpro	family		PIRSF007939	GO:0006361,GO:0070860
IPR016532	Mediator of RNA polymerase II transcription subunit 20	interpro	family		PIRSF007945	GO:0003712,GO:0006357,GO:0016592
IPR016589	tRNA-splicing endonuclease, SEN2 subunit	interpro	family		PIRSF011789	GO:0000213,GO:0006388,GO:0000214
IPR016629	TATA box-binding protein-associated factor RNA polymerase I subunit A, chordata	interpro	family		PIRSF015161	GO:0006360,GO:0000120
IPR016653	tRNA (guanine(9)-N(1))-methyltransferase TRM10/TRM10A	interpro	family		PIRSF016323	GO:0008168
IPR016654	U6 snRNA-associated Sm-like protein LSm2	interpro	family		cd01725,PIRSF016394,PTHR13829	GO:0006397
IPR016685	RNA-induced silencing complex, nuclease component Tudor-SN	interpro	family		PIRSF017179	GO:0031047,GO:0031332
IPR016690	tRNA-splicing endonuclease, SEN34 subunit	interpro	family		PIRSF017250	GO:0000213,GO:0000379,GO:0000214
IPR016691	tRNA guanosine-2'-O-methyltransferase, TRM11	interpro	family		PS51627	GO:0160102
IPR016718	rRNA (guanine-N1-)-methyltransferase A, predicted	interpro	family		PIRSF018249	GO:0008168
IPR016730	RNA-binding FAU-1	interpro	family		MF_01910,PIRSF018644	GO:0003723
IPR016742	tRNA methyltransferase, archaea	interpro	family		PIRSF018978	GO:0008175,GO:0030488
IPR016819	Ribonuclease P/MRP protein subunit Pop5	interpro	family		PIRSF023803	GO:0033204,GO:0001682
IPR016848	Ribonuclease P/MRP subunit Rpp29	interpro	family		PIRSF027081,PTHR13348	GO:0033204,GO:0001682,GO:0006396,GO:0000172,GO:0030677
IPR016899	mRNA cap guanine-N7 methyltransferase, eukaryotes	interpro	family		PIRSF028762	GO:0004482,GO:0006370
IPR016909	Ribosomal RNA large subunit methyltransferase F	interpro	family		MF_01848,PIRSF029038	GO:0008988,GO:0006364,GO:0005737
IPR016914	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL	interpro	family		cd18094,MF_01885,PIRSF029256,PTHR42971	GO:0008168,GO:0001510
IPR017067	Ribonuclease H1, eukaryote	interpro	family		PIRSF036852	GO:0000287,GO:0004523
IPR017074	mRNA capping enzyme, bifunctional	interpro	family		PIRSF036958	GO:0004484,GO:0140818,GO:0006370
IPR017075	mRNA capping enzyme, alpha subunit	interpro	family		PIRSF036959	GO:0004484,GO:0006370,GO:0031533
IPR017083	RNA editing complex, nuclease subunit MP42	interpro	family		PIRSF036999	
IPR017084	RNA editing complex, subunit MP18	interpro	family		PIRSF037000	
IPR017085	RNA editing complex, structural subunit MP81	interpro	family		PIRSF037001	
IPR017086	RNA editing complex, structural subunit MP63	interpro	family		PIRSF037002	
IPR017137	Arginine-tRNA-protein transferase 1, eukaryotic	interpro	family		PIRSF037207	GO:0004057,GO:0016598
IPR017170	Lhr-like ATP-dependent RNA helicase, predicted	interpro	family		PIRSF037307	GO:0005524,GO:0016818
IPR017173	Nuclear mRNA export protein Sac3	interpro	family		PIRSF037320	GO:0006406,GO:0070390
IPR017234	RNA-directed RNA polymerase, rhabdovirus	interpro	family		PIRSF037546	GO:0016740,GO:0006139
IPR017235	RNA-directed RNA polymerase L, filovirus	interpro	family		PIRSF037548	GO:0016740,GO:0006139
IPR017237	rRNA (guanine-N2-)-methyltransferase, RlmG	interpro	family		MF_01859,PIRSF037565	GO:0008990,GO:0031167,GO:0005737
IPR017244	Ribosomal RNA large subunit methyltransferase K/L	interpro	family		MF_01858,PIRSF037618	GO:0008990,GO:0031167,GO:0005737
IPR017265	rRNA-processing protein Fyv7, fungi	interpro	family		PIRSF037708	GO:0006364,GO:0005730
IPR017290	Ribonuclease H, Bacteroides-type	interpro	family		PIRSF037839	GO:0004523
IPR017325	RNA binding protein fox-1 homolog 1-3	interpro	family		PIRSF037932	GO:0003723,GO:0043484
IPR017415	Putative RNA polymerase II transcriptional coactivator KELP	interpro	family		PIRSF038156	
IPR017423	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	interpro	family		PF04189,PTHR12945,PIRSF038170	GO:0030488,GO:0031515
IPR017449	Prolyl-tRNA synthetase, class II	interpro	homologous_superfamily		G3DSA:3.30.110.30,SSF64586	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR017510	RNA-splicing ligase RtcB2	interpro	family		TIGR03073	
IPR017582	tRNA 2-selenouridine synthase	interpro	family		PTHR30401,MF_01622,TIGR03167	GO:0043828,GO:0002098
IPR017610	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC, C-terminal	interpro	domain		TIGR03197	GO:0008168,GO:0016645
IPR017692	Alternate ATP synthase, F0complex, subunit A	interpro	family		TIGR03306	
IPR017707	Alternate ATP synthase, F0 complex, subunit b	interpro	family		TIGR03321	
IPR017708	Alternate ATP synthase, F0 complex, subunit C, bacterial/archaeal	interpro	family		TIGR03322	
IPR017709	Alternate ATP synthase, F1 complex, subunit gamma	interpro	family		TIGR03323	
IPR017710	Alternate ATP synthase, F1 complex, subunit alpha	interpro	family		TIGR03324	GO:0046933,GO:0015986,GO:0045261
IPR017770	RNA 3'-terminal phosphate cyclase type 1	interpro	family		MF_00200,TIGR03399	GO:0003963,GO:0006396
IPR017848	RNA polymerase sigma factor, RpoD/SigA, cyanobacteria	interpro	family		TIGR02997	
IPR017924	RNA-binding protein YhbY	interpro	family		TIGR00253	GO:0003723
IPR017958	Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site	interpro	conserved_site		PS01234	GO:0016884
IPR017959	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E	interpro	family		PTHR11659	GO:0016884
IPR018033	D-aminoacyl-tRNA deacylase, archaea	interpro	family		MF_00562,PIRSF016210	GO:0016788,GO:0051499,GO:0019478
IPR018149	Lysyl-tRNA synthetase, class II, C-terminal	interpro	domain		cd00775,PR00982	GO:0000166,GO:0004824,GO:0005524,GO:0006430,GO:0005737
IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily	interpro	homologous_superfamily		SSF101353	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0005737
IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily	interpro	homologous_superfamily		SSF55186	GO:0000166
IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal	interpro	domain		PF01411	GO:0000166,GO:0004813,GO:0005524,GO:0006419
IPR018165	Alanyl-tRNA synthetase, class IIc, core domain	interpro	domain		PS50860	GO:0003676,GO:0004813,GO:0005524,GO:0006419
IPR018171	Peptidyl-tRNA hydrolase, conserved site	interpro	conserved_site		PS01196,PS01195	GO:0004045
IPR018188	Ribonuclease T2, His active site 1	interpro	active_site		PS00530	GO:0003723,GO:0033897
IPR018214	Glutamyl-tRNA reductase, conserved site	interpro	conserved_site		PS00747	GO:0008883
IPR018285	Methionyl-tRNA synthetase, N-terminal heteromerisation domain	interpro	domain		PF09635	
IPR018319	L-seryl-tRNA selenium transferase-like	interpro	family		PF03841	
IPR018336	Ribonuclease PH, conserved site	interpro	conserved_site		PS01277	
IPR018517	tRNA-dihydrouridine synthase, conserved site	interpro	conserved_site		PS01136	GO:0017150,GO:0050660,GO:0008033
IPR018524	DNA/RNA non-specific endonuclease, active site	interpro	active_site		PS01070	GO:0003676,GO:0016787,GO:0046872
IPR018593	tRNA-splicing endonuclease subunit Sen15	interpro	domain		PF09631	
IPR018647	Schlafen group 3-like, DNA/RNA helicase domain	interpro	domain		PF09848	
IPR018669	Toxin-antitoxin system, mRNA interferase HigB	interpro	family		PF09907	GO:0003723,GO:0004519,GO:0090304,GO:0110001
IPR018775	RNA repair pathway DNA polymerase beta	interpro	family		PTHR34817,PF10127	
IPR018812	Swiss Army Knife RNA repair protein, HAD domain	interpro	domain		PF10307	
IPR018834	DNA/RNA-binding domain, Est1-type	interpro	domain		PF10373	
IPR018835	RNA-binding domain, putative	interpro	domain		PF10378	
IPR018849	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal	interpro	domain		PF10441	
IPR018885	mRNA-binding domain	interpro	domain		PF10567	
IPR018983	U3 small nucleolar RNA-associated protein 15, C-terminal	interpro	domain		PF09384	GO:0006364,GO:0005730
IPR018995	RNA synthesis protein NSP10, coronavirus	interpro	domain		PS51952,PF09401	GO:0003723,GO:0008270,GO:0019079
IPR018999	RNA helicase UPF1, Cys/His rich zinc-binding domain	interpro	domain		PS51997,cd21400,PF09416	GO:0003723,GO:0003724,GO:0005524,GO:0008270,GO:0000184,GO:0005737
IPR019012	RNA cap guanine-N2 methyltransferase	interpro	family		PF09445	GO:0008168,GO:0001510,GO:0036261
IPR019024	Ribonuclease H2 subunit B, wHTH domain	interpro	domain		PF09468	
IPR019039	T4 RNA ligase 1-like, N-terminal	interpro	domain		PF09511	
IPR019087	Mediator of RNA polymerase II transcription subunit 15, N-terminal	interpro	domain		PF09606	
IPR019167	mRNA decay factor PAT1 domain	interpro	domain		PF09770	
IPR019188	snRNA-activating protein complex subunit 1	interpro	family		PF09808	
IPR019230	tRNA (guanine-N(1)-)-methyltransferase, C-terminal	interpro	domain		cd18085,PF09936	
IPR019265	RNA transcription, translation and transport factor protein	interpro	family		PF10036,PTHR15924	
IPR019307	RNA-binding protein AU-1/Ribonuclease E/G	interpro	family		PF10150	GO:0003723
IPR019310	rRNA-processing protein Efg1	interpro	family		PF10153	GO:0006364
IPR019350	RNA polymerase I-specific transcription initiation factor RRN6-like	interpro	family		PTHR28221	
IPR019354	Nonsense-mediated mRNA decay factor SMG8-like	interpro	family		PTHR13091,PF10220	GO:0000184
IPR019385	Phosphorylated adapter RNA export protein, RNA-binding domain	interpro	domain		PF10258	
IPR019398	Pre-rRNA-processing protein TSR2	interpro	family		PTHR21250,PF10273	
IPR019407	Cytoplasmic tRNA 2-thiolation protein 2	interpro	family		PTHR20882,MF_03054,PF10288	GO:0000049,GO:0002098,GO:0034227
IPR019414	RNA polymerase II assembly factor Rtp1, C-terminal domain 2	interpro	domain		PF10304	
IPR019446	25S rRNA (uridine-N(3))-methyltransferase BMT5-like	interpro	domain		PF10354	GO:0070042,GO:0070475
IPR019447	DNA/RNA-binding protein Kin17, WH-like domain	interpro	domain		SM01253,PF10357	
IPR019451	RNA polymerase II assembly factor Rtp1, C-terminal	interpro	domain		PF10363	
IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain	interpro	domain		PF10385	GO:0003899,GO:0006351
IPR019464	RNA polymerase II elongation factor ELL, N-terminal	interpro	domain		PF10390	GO:0006368,GO:0008023
IPR019488	Nuclear pore RNA shuttling protein Mtr2	interpro	family		PF10429	
IPR019499	Valyl-tRNA synthetase, tRNA-binding arm	interpro	domain		PF10458	GO:0000166,GO:0004832,GO:0005524,GO:0006438,GO:0005737
IPR019532	Nuclear RNA-splicing-associated protein, SR-25	interpro	family		PF10500	
IPR019580	Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding	interpro	domain		PF10596	GO:0017070
IPR019581	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding	interpro	domain		PF10597	GO:0030623
IPR019582	RNA recognition motif, spliceosomal PrP8	interpro	domain		PF10598	GO:0003723
IPR019602	mRNA capping enzyme catalytic subunit, RNA triphosphatase domain, virus	interpro	domain		PF10640	GO:0004484,GO:0004651
IPR019725	Bacteriophage T4, P15K, RNA polymerase binding	interpro	family		PF10789	
IPR019761	DNA-directed RNA polymerase M, 15kDa subunit, conserved site	interpro	conserved_site		PS01030	
IPR019872	O-phosphoseryl-tRNA(Sec) selenium transferase	interpro	family		TIGR03531,PTHR12944,PIRSF017689	GO:0098621,GO:0001717
IPR019969	DNA-directed RNA polymerase subunit Rpo2	interpro	family		TIGR03670	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR020024	L-seryl-tRNA(Sec) kinase, archaea	interpro	family		TIGR03574	GO:0016301,GO:0016773,GO:0001717
IPR020028	L-seryl-tRNA(Sec)kinase, eukaryote	interpro	family		TIGR03575	
IPR020056	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal	interpro	homologous_superfamily		G3DSA:2.40.240.10	
IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	interpro	domain		PF00749	GO:0004812,GO:0005524,GO:0043039
IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	interpro	domain		PF03950	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR020061	Glutamine-tRNA ligase, alpha-bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1160.10	GO:0005524
IPR020241	Ribonuclease P/MRP subunit Pop7, fungi	interpro	family		PTHR28256	GO:0001682,GO:0006396,GO:0000172,GO:0005655
IPR020353	mRNA interferase toxin YafO	interpro	family		PF13957	
IPR020401	mRNA transport factor GFD1	interpro	family		PF17331	
IPR020539	Ribonuclease P, conserved site	interpro	conserved_site		PS00648	GO:0004526
IPR020596	Ribosomal RNA adenine methylase transferase, conserved site	interpro	conserved_site		PS01131	GO:0000179,GO:0000154
IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal	interpro	domain		SM00650	GO:0000179,GO:0000154
IPR020608	RNA polymerase, subunit H/Rpb5, conserved site	interpro	conserved_site		PS01110	
IPR020627	RNA-binding protein KhpA	interpro	family		PTHR34654,cd22533,MF_00088	GO:0003723
IPR020653	Tryptophan-tRNA ligase, archaea	interpro	family		MF_00140_A	GO:0004830,GO:0005524,GO:0006436,GO:0005737
IPR020708	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site	interpro	conserved_site		PS01111	GO:0003677,GO:0003899,GO:0006351
IPR020719	RNA 3'-terminal phosphate cyclase-like, conserved site	interpro	conserved_site		PS01287	
IPR020751	Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2	interpro	homologous_superfamily		G3DSA:1.10.10.350	
IPR020752	Glutamate-tRNA synthetase, class I, anticodon-binding domain, subdomain 1	interpro	homologous_superfamily		G3DSA:1.10.8.70	GO:0000049
IPR020787	Ribonuclease HII, archaea	interpro	family		MF_00052_A	GO:0004523,GO:0030145,GO:0006401,GO:0005737
IPR020789	RNA polymerases, subunit N, zinc binding site	interpro	binding_site		PS01112	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR020791	Leucine-tRNA ligase, archaeal	interpro	family		MF_00049_A	GO:0000166,GO:0004823,GO:0005524,GO:0006429,GO:0005737
IPR020825	Phenylalanyl-tRNA synthetase-like, B3/B4	interpro	homologous_superfamily		G3DSA:3.50.40.10	
IPR020936	tRNA uridine(34) hydroxylase	interpro	family		MF_00469,PTHR43268	
IPR020998	Mediator of RNA polymerase II transcription subunit 3	interpro	family		PF11593	GO:0003712,GO:0006357,GO:0016592
IPR021081	Nepovirus subgroup A, RNA2 polyprotein, Protein 2A	interpro	domain		PF12312	
IPR021083	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal	interpro	domain		PF11517	
IPR021099	Plant organelle RNA recognition domain	interpro	domain		PF11955	GO:0003723
IPR021122	RNA ligase domain, REL/Rln2	interpro	domain		PF09414	
IPR021168	Bifunctional polymyxin resistance protein, ArnA	interpro	family		MF_01166,PIRSF036506	GO:0016742
IPR021172	Uncharacterised conserved protein, RNA methylase-related	interpro	family		PIRSF006607	
IPR021281	Small nuclear RNA activating complex subunit 2	interpro	family		PTHR15132,PF11035	GO:0016251,GO:0009301
IPR021310	Plant viral coat protein nucleocapsid	interpro	family		PF11128	
IPR021419	Mediator of RNA polymerase II transcription subunit 25, von Willebrand factor type A domain	interpro	domain		PF11265	
IPR021573	Leader peptide, picornavirus	interpro	family		PF11475	
IPR021575	RNA silencing suppressor P21, C-terminal	interpro	domain		PF11479	
IPR021715	Pre-mRNA-splicing factor SLU7 domain	interpro	domain		PF11708	
IPR021718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	interpro	domain		SM01098,PF11718	
IPR021742	Suppressor of RNA silencing P21-like, N-terminal	interpro	domain		PF11757	
IPR021776	Alternative complex III, ActD subunit	interpro	family		PF11821	
IPR021786	Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal	interpro	domain		PF11831	
IPR021790	PTBP1-like, RNA recognition motif 2	interpro	domain		PF11835	
IPR021869	Ribonuclease Zc3h12a-like, NYN domain	interpro	domain		PF11977	
IPR021891	Telomerase ribonucleoprotein complex - RNA-binding domain	interpro	domain		PF12009,SM00975	GO:0003964
IPR021892	RNA helicase NPH-II	interpro	family		PF12011	GO:0017111
IPR021985	RNA polymerase Rpo13 subunit HTH domain	interpro	domain		PF12136	
IPR022042	snRNA-activating protein complex, subunit 3	interpro	family		PF12251,PTHR13421	
IPR022071	Rotavirus VP1 RNA-directed RNA polymerase, C-terminal	interpro	domain		PF12289	GO:0003968
IPR022077	ATP-dependent RNA helicase RhlB	interpro	family		PF12300	GO:0016817
IPR022125	U3 small nucleolar RNA-associated protein 10, N-terminal	interpro	domain		PF12397	
IPR022192	Mitochondrial degradasome RNA helicase subunit, C-terminal domain	interpro	domain		PF12513	GO:0016817
IPR022209	Pre-mRNA splicing factor	interpro	family		PF12542	
IPR022238	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal	interpro	domain		PF12589	GO:0016435,GO:0070476
IPR022380	Glutamyl-Q tRNA(Asp) synthetase	interpro	family		TIGR03838,MF_01428	GO:0000166,GO:0004812,GO:0008270,GO:0006400,GO:0006424
IPR022429	Alanine-tRNA ligase, archaea	interpro	family		TIGR03683,MF_00036_A	GO:0000166,GO:0006419,GO:0005737
IPR022450	tRNA N6-adenosine threonylcarbamoyltransferase, TsaD	interpro	family		TIGR03723,MF_01445	GO:0002949
IPR022496	tRNA threonylcarbamoyl adenosine modification protein TsaB	interpro	family		TIGR03725	GO:0002949
IPR022531	RNA-directed RNA polymerase L, PA-C-like domain	interpro	domain		PF12603	
IPR022539	Picornavirus VP1, conserved C-terminal region	interpro	conserved_site		PF12521	
IPR022666	Large ribosomal subunit protein uL2, RNA-binding domain	interpro	domain		PF00181	GO:0003735,GO:0006412,GO:0005840
IPR022701	tRNA-queuosine alpha-mannosyltransferase, N-terminal	interpro	domain		PF12038	
IPR022711	Ribonuclease Y, N-terminal	interpro	domain		PF12072	
IPR022724	RNA methyltransferase, SpoU/TrmH type, C-terminal domain	interpro	domain		PF12105	GO:0141100
IPR022737	RNA polymerase recycling, bacterial, C-terminal	interpro	domain		PF12137	GO:0016817
IPR022755	Zinc finger, double-stranded RNA binding	interpro	domain		PF12171	
IPR022793	RNA polymerase I-specific transcription initiation factor Rrn10	interpro	family		PTHR28054,PF05234	GO:0006360
IPR022842	DNA-directed RNA polymerase subunit Rpo3/Rpb3/RPAC1	interpro	family		MF_00320	GO:0003899,GO:0006351
IPR022861	Glutamine-tRNA ligase, bacterial	interpro	family		MF_00126	GO:0004819
IPR022874	Valine-tRNA ligase, type 2	interpro	family		MF_02005	GO:0004832
IPR022881	Ribosomal RNA large subunit methyltransferase, Cfr	interpro	family		SFLDF00296,TIGR04432,MF_01873	GO:0070475
IPR022882	tRNA1(Val) (adenine(37)-N6)-methyltransferase	interpro	family		MF_01872	GO:0016430
IPR022892	Ribonuclease HI	interpro	family		cd09278,MF_00042	GO:0004523
IPR022898	Ribonuclease HII	interpro	family		cd07182,MF_00052_B	GO:0004523
IPR022905	DNA-directed RNA polymerase subunit Rpo11-like	interpro	family		MF_00261	GO:0003899,GO:0006351
IPR022908	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase	interpro	family		MF_00266	GO:0008175,GO:0030488,GO:0031591
IPR022911	Phenylalanine-tRNA ligase alpha chain 1, bacterial	interpro	family		MF_00281	GO:0004826
IPR022917	Phenylalanine-tRNA ligase alpha subunit, bacterial/archaeal	interpro	family		MF_00282	GO:0004826
IPR022918	Phenylalanine-tRNA ligase beta chain 2, archaeal type	interpro	family		MF_00284	GO:0004826,GO:0006432
IPR022923	tRNA (guanine(26)-N(2))-dimethyltransferase, archaeal and bacterial	interpro	family		MF_00290	GO:0160104
IPR022925	NAD-capped RNA hydrolase NudC	interpro	family		MF_00297	GO:0000210
IPR022927	RNA pyrophosphohydrolase RppH	interpro	family		cd03671,MF_00298	
IPR022928	RNA 2'-phosphotransferase KptA, putative	interpro	family		MF_00299	GO:0003950
IPR022960	Glycine-tRNA ligase, archaeal	interpro	family		MF_00253_A	GO:0004820
IPR022961	Glycine-tRNA ligase, bacterial	interpro	family		MF_00253_B	GO:0004820
IPR022966	Ribonuclease II/R, conserved site	interpro	conserved_site		PS01175	
